Center Name,Address,Contact Details,Doctor Details,Google Maps Link,Reasoning
"Parmar Diagnostic Centre & Parmar MRI & CT SCAN Centre","R.R. Reality, Tank Road, Lal Bahadur Shastri Marg, Ganesh Cooperative Housing Society, Nirmal Nagar, Bhandup West, Mumbai, Maharashtra 400078, India.","022 2594 2012","","https://www.google.com/maps/search/?api=1&query=Parmar+Diagnostic+Centre+%26+Parmar+MRI+%26+CT+SCAN+Centre+R.R.+Reality%2C+Tank+Road%2C+Lal+Bahadur+Shastri+Marg%2C+Ganesh+Cooperative+Housing+Society%2C+Nirmal+Nagar%2C+Bhandup+West%2C+Mumbai%2C+Maharashtra+400078%2C+India.","The center's name explicitly includes 'CT SCAN Centre' and the text confirms that it provides CT scan services."
"Krsnaa Diagnostics Govandi | CT Scan","Pandit Madan Mohan Malviya Shatabdi Municipal General Hospital Shatabdi Hospital Is Located At, Waman Tukaram Patil Marg, near Dukes Company, Patil Wadi, Govandi East, Mumbai, Maharashtra 400088, India.","096233 96233","","https://www.google.com/maps/search/?api=1&query=Krsnaa+Diagnostics+Govandi+%7C+CT+Scan+Pandit+Madan+Mohan+Malviya+Shatabdi+Municipal+General+Hospital+Shatabdi+Hospital+Is+Located+At%2C+Waman+Tukaram+Patil+Marg%2C+near+Dukes+Company%2C+Patil+Wadi%2C+Govandi+East%2C+Mumbai%2C+Maharashtra+400088%2C+India.","The center's name includes 'CT Scan' and its services description explicitly mentions providing 'advanced CT scans' with various slice systems."
"Delta Imaging","425, 10th Rd, Jai Ambe Nagar, Chembur Gaothan, Chembur, Mumbai, Maharashtra 400071, India.","085912 27821, 022 2528 8811","","https://www.google.com/maps/search/?api=1&query=Delta+Imaging+425%2C+10th+Rd%2C+Jai+Ambe+Nagar%2C+Chembur+Gaothan%2C+Chembur%2C+Mumbai%2C+Maharashtra+400071%2C+India.","The text explicitly lists 'CT scans' as one of the imaging services provided by this center."
"Ruby Ailcare Services","C” Wing, Dr. R. N. Cooper Municipal General Hospital, JVPD Scheme, Juhu, Mumbai, Maharashtra 400056, India.","084529 77797","","https://www.google.com/maps/search/?api=1&query=Ruby+Ailcare+Services+C%E2%80%9D+Wing,+Dr.+R.+N.+Cooper+Municipal+General+Hospital,+JVPD+Scheme,+Juhu,+Mumbai,+Maharashtra+400056,+India.","The text explicitly lists 'CT scans' and specialized 'HRCT Chest tests' as services offered by the center."
"PC Diagnostics","Unit 10, Ground Floor, Mittal industrial premises, Andheri - Kurla Rd, Mittal Industrial Estate, Marol, Andheri East, Mumbai, Maharashtra 400059, India.","091375 80133","","https://www.google.com/maps/search/?api=1&query=PC+Diagnostics+Unit+10,+Ground+Floor,+Mittal+industrial+premises,+Andheri+-+Kurla+Rd,+Mittal+Industrial+Estate,+Marol,+Andheri+East,+Mumbai,+Maharashtra+400059,+India.","The text confirms the center offers a variety of imaging services, explicitly 'including CT scans'."
"Krsnaa Diagnostics Ltd","Bharatratna Dr Babasheb Ambedkar Hospital, SV Rd, opposite Kandivali police station, Kandivali, Fateh Baug, Kandivali West, Mumbai, Maharashtra 400067, India.","074200 14169","","https://www.google.com/maps/search/?api=1&query=Krsnaa+Diagnostics+Ltd+Bharatratna+Dr+Babasheb+Ambedkar+Hospital,+SV+Rd,+opposite+Kandivali+police+station,+Kandivali,+Fateh+Baug,+Kandivali+West,+Mumbai,+Maharashtra+400067,+India.","The text states that the center's offerings include various specific CT scans like 'CT Brain Plain' and 'CT Chest Plain'."
"AARTHI SCANS & LABS","ECO Heights,Shop No.2 Nityanand nagar, Sahar road Next to Sanjeani Hospital Near Western railway colony Near Flyover bridge, Railway Colony, Andheri East, Andheri, Mumbai, Maharashtra 400069, India.","073496 73496","","https://www.google.com/maps/search/?api=1&query=AARTHI+SCANS+&+LABS+ECO+Heights,Shop+No.2+Nityanand+nagar,+Sahar+road+Next+to+Sanjeani+Hospital+Near+Western+railway+colony+Near+Flyover+bridge,+Railway+Colony,+Andheri+East,+Andheri,+Mumbai,+Maharashtra+400069,+India.","The description of services for this center explicitly mentions 'including CT scans'."
"Rheality Diagnostics","1, Dilkhush, SV Rd, opposite Kalki showroom, Railway Colony, Santacruz (West), Mumbai, Maharashtra 400054, India.","093210 18768","","https://www.google.com/maps/search/?api=1&query=Rheality+Diagnostics+1,+Dilkhush,+SV+Rd,+opposite+Kalki+showroom,+Railway+Colony,+Santacruz+(West),+Mumbai,+Maharashtra+400054,+India.","The text directly states that the center provides 'CT scans, ultrasounds, and pathology services'."
"NM Medical Hinduja MRI & CT Centre","PD Hinduja Hospital, 11th Rd, Khar, Khar West, Mumbai, Maharashtra 400052","093249 09384","","https://www.google.com/maps/search/?api=1&query=NM+Medical+Hinduja+MRI+%26+CT+Centre+PD+Hinduja+Hospital,+11th+Rd,+Khar,+Khar+West,+Mumbai,+Maharashtra+400052","The text explicitly states the center is equipped with a 128 Slice CT Scan."
"Fortis SL Raheja Hospital, Mahim","Ground Floor, IPD Building, Wing S.L, Raheja Rugnalaya Marg, South, Raheja Hospital Marg, Mahim West, Mahim, Mumbai, Maharashtra 400016","022 6884 6143","","https://www.google.com/maps/search/?api=1&query=Fortis+SL+Raheja+Hospital,+Mahim+Ground+Floor,+IPD+Building,+Wing+S.L,+Raheja+Rugnalaya+Marg,+South,+Raheja+Hospital+Marg,+Mahim+West,+Mahim,+Mumbai,+Maharashtra+400016","The hospital is confirmed to offer PET CT Scan Services and is equipped with a Digital PET CT scanner."
"Lilavati Hospital And Research Centre","A-791, Bandra Reclamation Rd, General Arunkumar Vaidya Nagar, Bandra West, Mumbai, Maharashtra 400050","022 6930 1000","","https://www.google.com/maps/search/?api=1&query=Lilavati+Hospital+And+Research+Centre+A-791,+Bandra+Reclamation+Rd,+General+Arunkumar+Vaidya+Nagar,+Bandra+West,+Mumbai,+Maharashtra+400050","The text confirms the hospital is equipped with a 'Dual Source 256 Slice CT machine'."
"Nanavati Max Super Speciality Hospital Mumbai","SV Rd, next to Suresh Colony, LIC Colony, Suresh Colony, Vile Parle West, Mumbai, Maharashtra 400056","022 6836 0000","","https://www.google.com/maps/search/?api=1&query=Nanavati+Max+Super+Speciality+Hospital+Mumbai+SV+Rd,+next+to+Suresh+Colony,+LIC+Colony,+Suresh+Colony,+Vile+Parle+West,+Mumbai,+Maharashtra+400056","The hospital is explicitly mentioned as being equipped with a 64-slice PET-CT scanner."
"Krsnaa Diagnostics Santacruz","Road No. 11, Golibar, Santacruz East, Mumbai, Maharashtra 400055, India.","089565 09689","","https://www.google.com/maps/search/?api=1&query=Krsnaa+Diagnostics+Santacruz+Road+No.+11%2C+Golibar%2C+Santacruz+East%2C+Mumbai%2C+Maharashtra+400055%2C+India.","The text confirms the availability of CT scans by stating, 'As indicated by its name, this center provides CT scans'."
"Magnum Diagnostic Centre CT Scan","Magnum ct scan centre, lions Tarachand bapa hospital, RB2 Central Railway Quarters, Jain Society, Sion, Mumbai, Maharashtra 400022, India.","082919 35182","","https://www.google.com/maps/search/?api=1&query=Magnum+Diagnostic+Centre+CT+Scan+Magnum+ct+scan+centre%2C+lions+Tarachand+bapa+hospital%2C+RB2+Central+Railway+Quarters%2C+Jain+Society%2C+Sion%2C+Mumbai%2C+Maharashtra+400022%2C+India.","The center's name includes 'CT Scan' and the text states it is 'specifically listed as a CT scan center'."
"Krsnaa Diagnostics Santacruz","Road No. 11, Golibar, Santacruz East, Mumbai, Maharashtra 400055, India.","089565 09689","","https://www.google.com/maps/search/?api=1&query=Krsnaa+Diagnostics+Santacruz+Road+No.+11,+Golibar,+Santacruz+East,+Mumbai,+Maharashtra+400055,+India.","The text explicitly states that the center's services include 'CT scans' and lists various CT scan system types."
"NM Medical Khar","Junction of 14th and 33rd Road, off Linking Road, above Bombay Blue Restaurant, Bandra West, Mumbai, Maharashtra 400052, India.","022 4342 8888","","https://www.google.com/maps/search/?api=1&query=NM+Medical+Khar+Junction+of+14th+and+33rd+Road,+off+Linking+Road,+above+Bombay+Blue+Restaurant,+Bandra+West,+Mumbai,+Maharashtra+400052,+India.","The text confirms the center has a 'CT Scan & MRI center' and is equipped with a '128-slice CT scanner'."
"Medcare Institute of Diagnostics","Gr. Floor, Janki Centre, 15 to 18, Veera Desai Rd, Industrial Area, Andheri West, Andheri, Mumbai, Maharashtra 400053, India.","088699 06990","","https://www.google.com/maps/search/?api=1&query=Medcare+Institute+of+Diagnostics+Gr.+Floor%2C+Janki+Centre%2C+15+to+18%2C+Veera+Desai+Rd%2C+Industrial+Area%2C+Andheri+West%2C+Andheri%2C+Mumbai%2C+Maharashtra+400053%2C+India.","The center's services explicitly list whole-body PET-CT scans, CT scans, CT-guided procedures, CT Urography, and CT Angiography."
"Vital Scans & Diagnostics","102, Ground Floor, Vital Imaging Centre, lotus trade center, New Link Rd, next to Audi Showroom, Sahakar Nagar, Azad Nagar, Andheri West, Mumbai, Maharashtra 400053, India.","091679 60315","","https://www.google.com/maps/search/?api=1&query=Vital+Scans+%26+Diagnostics+102%2C+Ground+Floor%2C+Vital+Imaging+Centre%2C+lotus+trade+center%2C+New+Link+Rd%2C+next+to+Audi+Showroom%2C+Sahakar+Nagar%2C+Azad+Nagar%2C+Andheri+West%2C+Mumbai%2C+Maharashtra+400053%2C+India.","The text states that the center's variety of imaging services includes 'CT Scan'."
"VITAL Smart Diagnostics Andheri","B, Vital imaging centre, Royal Classic, next to Citi Mall, Phase D, Shastri Nagar, Andheri West, Mumbai, Maharashtra 400053, India.","091679 60311","","https://www.google.com/maps/search/?api=1&query=VITAL+Smart+Diagnostics+Andheri+B%2C+Vital+imaging+centre%2C+Royal+Classic%2C+next+to+Citi+Mall%2C+Phase+D%2C+Shastri+Nagar%2C+Andheri+West%2C+Mumbai%2C+Maharashtra+400053%2C+India.","The provided text confirms the center offers 'CT scans' and specialized services like 'Low Dose CT (LDCT) Lung Cancer Screening'."
"Lifecare Diagnostics","1st Floor, Sunshine, opp. Shastri Nagar, Lokhandwala Complex, Andheri West, Mumbai, Maharashtra 400053, India.","091672 23838","","https://www.google.com/maps/search/?api=1&query=Lifecare+Diagnostics+1st+Floor%2C+Sunshine%2C+opp.+Shastri+Nagar%2C+Lokhandwala+Complex%2C+Andheri+West%2C+Mumbai%2C+Maharashtra+400053%2C+India.","The text confirms the center provides 'CT Scan' services and lists specific types like 'CT Brain', 'CT Thorax', and 'CT Abdomen'."
"P.H. Medical-Centre","Medical Centre, Sai Rachana Soc, P.H, Juhu Tara Rd, next to SBI Bank, Navyug Colony, Santacruz (West), Mumbai, Maharashtra 400054, India.","090290 23030","","https://www.google.com/maps/search/?api=1&query=P.H.+Medical-Centre+Medical+Centre,+Sai+Rachana+Soc,+P.H,+Juhu+Tara+Rd,+next+to+SBI+Bank,+Navyug+Colony,+Santacruz+(West),+Mumbai,+Maharashtra+400054,+India.","The text explicitly mentions that this medical center offers CT scans and also has access to PET CT scans."
"NIDAN DIAGNOSTIC CENTRE","NEW ASHIYANA BILD, SHO NO-4, opp. V N DESAI HOSPITAL, Sen Nagar, Santacruz East, Mumbai, Maharashtra 400055, India","098706 85064","","https://www.google.com/maps/search/?api=1&query=NIDAN+DIAGNOSTIC+CENTRE+NEW+ASHIYANA+BILD%2C+SHO+NO-4%2C+opp.+V+N+DESAI+HOSPITAL%2C+Sen+Nagar%2C+Santacruz+East%2C+Mumbai%2C+Maharashtra+400055%2C+India","The center's range of services is listed as including 'CT scans'."
"P.H.Medical-Centre","Medical Centre, Sai Rachana Soc, P.H, Juhu Tara Rd, next to SBI Bank, Navyug Colony, Santacruz (West), Mumbai, Maharashtra 400054, India","090290 23030","","https://www.google.com/maps/search/?api=1&query=P.H.Medical-Centre+Medical+Centre%2C+Sai+Rachana+Soc%2C+P.H%2C+Juhu+Tara+Rd%2C+next+to+SBI+Bank%2C+Navyug+Colony%2C+Santacruz+(West)%2C+Mumbai%2C+Maharashtra+400054%2C+India","The text suggests this center is affiliated with P.H.M.C MRI & CT and also provides CT scans based on the shared contact details."
"P.H.M.C MRI & CT","Khira Industrial Estate, G-2, VM Bhargav Rd, Khira Nagar, Santacruz (West), Mumbai, Maharashtra 400054, India","090290 23030","","https://www.google.com/maps/search/?api=1&query=P.H.M.C+MRI+%26+CT+Khira+Industrial+Estate%2C+G-2%2C+VM+Bhargav+Rd%2C+Khira+Nagar%2C+Santacruz+(West)%2C+Mumbai%2C+Maharashtra+400054%2C+India","The center's name and service description explicitly state that it offers CT scans."
"Free MRI Scan & CT Scan","Hubtown Sunmist, nr. Big Boyz toyz showroom, Vijay Nagar, Andheri East, Mumbai, Maharashtra 400069, India.","099878 33305","","https://www.google.com/maps/search/?api=1&query=Free+MRI+Scan+%26+CT+Scan+Hubtown+Sunmist%2C+nr.+Big+Boyz+toyz+showroom%2C+Vijay+Nagar%2C+Andheri+East%2C+Mumbai%2C+Maharashtra+400069%2C+India.","The center's name includes 'CT Scan' and its service description confirms they help patients find affordable CT scans."
"Acuscan Medical Centre","Thakkar Apartments, Juhu Galli, Andheri West, next to Irla Masjid, Azad Nagar, Andheri West, Mumbai, Maharashtra 400058, India.","098206 80024","","https://www.google.com/maps/search/?api=1&query=Acuscan+Medical+Centre+Thakkar+Apartments%2C+Juhu+Galli%2C+Andheri+West%2C+next+to+Irla+Masjid%2C+Azad+Nagar%2C+Andheri+West%2C+Mumbai%2C+Maharashtra+400058%2C+India.","The list of services offered by the center explicitly includes 'CT scans'."
"AL NOOR TRUST","Main Office:Al noor medical trust, Sahakar Rd, off SV Road, Khan Estate, Jogeshwari West, Mumbai, Maharashtra 400102, India.","093728 39205","","https://www.google.com/maps/search/?api=1&query=AL+NOOR+TRUST+Main+Office%3AAl+noor+medical+trust%2C+Sahakar+Rd%2C+off+SV+Road%2C+Khan+Estate%2C+Jogeshwari+West%2C+Mumbai%2C+Maharashtra+400102%2C+India.","The provided text lists 'CT Scans' as one of the services offered by this trust."
"Pulse Hitech Diagnostic Center LLP","Hubtown Sunmist, Unit 4 & 5, Professor NS Phadke Rd, Opp. SBI, Opp. Star Market, Vijay Nagar, Andheri East, Mumbai, Maharashtra 400069, India","077188 88304","","https://www.google.com/maps/search/?api=1&query=Pulse+Hitech+Diagnostic+Center+LLP+Hubtown+Sunmist%2C+Unit+4+%26+5%2C+Professor+NS+Phadke+Rd%2C+Opp.+SBI%2C+Opp.+Star+Market%2C+Vijay+Nagar%2C+Andheri+East%2C+Mumbai%2C+Maharashtra+400069%2C+India","The text mentions that the center provides advanced diagnostic services that include CT scans."
"Proscan Diagnostics","Mathuradas Vasanji Road, No. 3, 37 building, Mittal Industrial Estate Rd, Mittal Industrial Estate, Marol, Andheri East, Mumbai, Maharashtra 400059, India","070216 09442","","https://www.google.com/maps/search/?api=1&query=Proscan+Diagnostics+Mathuradas+Vasanji+Road%2C+No.+3%2C+37+building%2C+Mittal+Industrial+Estate+Rd%2C+Mittal+Industrial+Estate%2C+Marol%2C+Andheri+East%2C+Mumbai%2C+Maharashtra+400059%2C+India","The text lists CT scans as one of the diagnostic services offered by the center."
"Free MRI Scan & CT Scan","Hubtown Sunmist, nr. Big Boyz toyz showroom, Vijay Nagar, Andheri East, Mumbai, Maharashtra 400069, India","099878 33305","","https://www.google.com/maps/search/?api=1&query=Free+MRI+Scan+%26+CT+Scan+Hubtown+Sunmist%2C+nr.+Big+Boyz+toyz+showroom%2C+Vijay+Nagar%2C+Andheri+East%2C+Mumbai%2C+Maharashtra+400069%2C+India","The name of the center, 'Free MRI Scan & CT Scan', directly implies the availability of CT scan services."
"Nanavati Max Super Speciality Hospital","Nanavati Max Super Speciality Hospital, SV Rd, next to Suresh Colony, LIC Colony, Suresh Colony, Vile Parle West, Mumbai, Maharashtra 400056, India","022 6836 0000","","https://www.google.com/maps/search/?api=1&query=Nanavati+Max+Super+Speciality+Hospital+Nanavati+Max+Super+Speciality+Hospital%2C+SV+Rd%2C+next+to+Suresh+Colony%2C+LIC+Colony%2C+Suresh+Colony%2C+Vile+Parle+West%2C+Mumbai%2C+Maharashtra+400056%2C+India","The text specifies that the hospital's comprehensive radiology department offers CT scans."
"Proscan Diagnostics","Mathuradas Vasanji Road, No. 3, 37 building, Mittal Industrial Estate Rd, Mittal Industrial Estate, Marol, Andheri East, Mumbai, Maharashtra 400059, India.","070216 09442","","https://www.google.com/maps/search/?api=1&query=Proscan+Diagnostics+Mathuradas+Vasanji+Road%2C+No.+3%2C+37+building%2C+Mittal+Industrial+Estate+Rd%2C+Mittal+Industrial+Estate%2C+Marol%2C+Andheri+East%2C+Mumbai%2C+Maharashtra+400059%2C+India.","The text explicitly lists 'CT scans' as one of the services provided by Proscan Diagnostics."
"MRI Scan & CT Scan, PET, SONOGRAPHY, COLOUR DOPPLER, 2D ECHO, ECG, BLOOD TEST, UROFLOWMETRY, XRAY, Urologist BY AL NOOR TRUST","Al noor medical trust, Sahakar Rd, off SV Road, Khan Estate, Jogeshwari West, Mumbai, Maharashtra 400102, India","093728 39205","","https://www.google.com/maps/search/?api=1&query=MRI+Scan+%26+CT+Scan%2C+PET%2C+SONOGRAPHY%2C+COLOUR+DOPPLER%2C+2D+ECHO%2C+ECG%2C+BLOOD+TEST%2C+UROFLOWMETRY%2C+XRAY%2C+Urologist+BY+AL+NOOR+TRUST+Sahakar+Rd%2C+off+SV+Road%2C+Khan+Estate%2C+Jogeshwari+West%2C+Mumbai%2C+Maharashtra+400102","The center's name and its listed services both explicitly include 'CT Scan'."
"Krsnaa Diagnostics","4VR3+CM2, Western Urban Rd, Namesingh Chawl, Ram Nagar, Jogeshwari East, Mumbai, Maharashtra 400060, India","020 6814 6814","","https://www.google.com/maps/search/?api=1&query=Krsnaa+Diagnostics+Western+Urban+Rd%2C+Namesingh+Chawl%2C+Ram+Nagar%2C+Jogeshwari+East%2C+Mumbai%2C+Maharashtra+400060","The text explicitly states that Krsnaa Diagnostics offers a comprehensive range of tests, including CT scans."
"Easy MRI Scan and CT scan Mumbai","Dr Abbas CHS, Goregaon, Mumbai, Maharashtra 400065, India","077383 70067","","https://www.google.com/maps/search/?api=1&query=Easy+MRI+Scan+and+CT+scan+Mumbai+Dr+Abbas+CHS%2C+Goregaon%2C+Mumbai%2C+Maharashtra+400065","The center's name and its listed services confirm that it offers CT scans."
"Rahid Diagnostic Centre - All type Blood Test, ECG Test, X-Ray, 2D Echo, CT scan, MRI Scan","near Noorani Masjid, Hari Nagar, Shivaji Nagar, Shankarwadi, Jogeshwari East, Mumbai, Maharashtra 400060, India","098208 30568","","https://www.google.com/maps/search/?api=1&query=Rahid+Diagnostic+Centre+-+All+type+Blood+Test%2C+ECG+Test%2C+X-Ray%2C+2D+Echo%2C+CT+scan%2C+MRI+Scan+near+Noorani+Masjid%2C+Hari+Nagar%2C+Shivaji+Nagar%2C+Shankarwadi%2C+Jogeshwari+East%2C+Mumbai%2C+Maharashtra+400060","The center's name and its list of services both explicitly include 'CT scan'."
"AGRAWAL DIAGNOSTIC CENTRE","Shop No-1, Heena Gaurav Jawels, Filmcity Road, Market, near Maharaja Towers, Kanyapada, Gokuldham Colony, Goregaon, Mumbai, Maharashtra 400063","096199 13231","","https://www.google.com/maps/search/?api=1&query=AGRAWAL+DIAGNOSTIC+CENTRE+Shop+No-1%2C+Heena+Gaurav+Jawels%2C+Filmcity+Road%2C+Market%2C+near+Maharaja+Towers%2C+Kanyapada%2C+Gokuldham+Colony%2C+Goregaon%2C+Mumbai%2C+Maharashtra+400063","The text explicitly states that the center offers a range of services including CT scans."
"AARTHI SCANS & LABS","Shop No G1 & G2, 5R4W+7C Arihant Apt, Plot No 2, SV Rd, Jawahar Nagar, Goregaon West, Mumbai, Maharashtra 400104","073496 73496","","https://www.google.com/maps/search/?api=1&query=AARTHI+SCANS+%26+LABS+Shop+No+G1+%26+G2%2C+5R4W%2B7C+Arihant+Apt%2C+Plot+No+2%2C+SV+Rd%2C+Jawahar+Nagar%2C+Goregaon+West%2C+Mumbai%2C+Maharashtra+400104","The text confirms the center provides a variety of diagnostic services, including CT scans."
"Medcare Institute of Diagnostics","Dlh Park, 1, SV Rd, Malad, Sunder Nagar, Malad West, Mumbai, Maharashtra 400104","088699 06990","","https://www.google.com/maps/search/?api=1&query=Medcare+Institute+of+Diagnostics+Dlh+Park%2C+1%2C+SV+Rd%2C+Malad%2C+Sunder+Nagar%2C+Malad+West%2C+Mumbai%2C+Maharashtra+400104","The provided text clearly states that this institute offers CT scans along with other imaging services."
"Krsnaa Diagnostics","4VR3+CM2, Western Urban Rd, Namesingh Chawl, Ram Nagar, Jogeshwari East, Mumbai, Maharashtra 400060","020 6814 6814","","https://www.google.com/maps/search/?api=1&query=Krsnaa+Diagnostics+4VR3%2BCM2%2C+Western+Urban+Rd%2C+Namesingh+Chawl%2C+Ram+Nagar%2C+Jogeshwari+East%2C+Mumbai%2C+Maharashtra+400060","The text identifies this center as a provider of CT scan services in the area."
"Medcare Institute of Diagnostics","Dlh Park, 1, SV Rd, Malad, Sunder Nagar, Malad West, Mumbai, Maharashtra 400104, India","088699 06990","","https://www.google.com/maps/search/?api=1&query=Medcare+Institute+of+Diagnostics+Dlh+Park%2C+1%2C+SV+Rd%2C+Malad%2C+Sunder+Nagar%2C+Malad+West%2C+Mumbai%2C+Maharashtra+400104%2C+India","The text explicitly lists ""CT scans"" as one of the imaging services offered by this diagnostic center."
"Nirman Diagnostics Imaging Centre/ Dr. H K Thakrar","1, B/C/D/E, Pushpachandra Apartments, SV Rd, near N.L. High School, Kandivali, Bhadran Nagar, Malad West, Mumbai, Maharashtra 400064, India","098337 71166","Dr. H K Thakrar","https://www.google.com/maps/search/?api=1&query=Nirman+Diagnostics+Imaging+Centre%2F+Dr.+H+K+Thakrar+1%2C+B%2FC%2FD%2FE%2C+Pushpachandra+Apartments%2C+SV+Rd%2C+near+N.L.+High+School%2C+Kandivali%2C+Bhadran+Nagar%2C+Malad+West%2C+Mumbai%2C+Maharashtra+400064%2C+India","The center's description states they offer a range of services including ""CT scans""."
"Lifescan Imaging Centre","C wing, Hetal Arch, 1, SV Rd, Malad, Navy Colony, Mamledarwadi, Malad West, Mumbai, Maharashtra 400064, India","074988 84944","","https://www.google.com/maps/search/?api=1&query=Lifescan+Imaging+Centre+C+wing%2C+Hetal+Arch%2C+1%2C+SV+Rd%2C+Malad%2C+Navy+Colony%2C+Mamledarwadi%2C+Malad+West%2C+Mumbai%2C+Maharashtra+400064%2C+India","The text confirms this center provides ""CT scan services"" and utilizes Multi-detector Computed Tomography (MDCT)."
"AGRAWAL DIAGNOSTIC CENTRE","Shop No-1, Heena Gaurav Jawels, Filmcity Road, Market, near Maharaja Towers, Kanyapada, Gokuldham Colony, Goregaon, Mumbai, Maharashtra 400063, India.","096199 13231","","https://www.google.com/maps/search/?api=1&query=AGRAWAL+DIAGNOSTIC+CENTRE+Shop+No-1%2C+Heena+Gaurav+Jawels%2C+Filmcity+Road%2C+Market%2C+near+Maharaja+Towers%2C+Kanyapada%2C+Gokuldham+Colony%2C+Goregaon%2C+Mumbai%2C+Maharashtra+400063%2C+India.","The center's listed services explicitly include 'CT scans'."
"Medcare Institute of Diagnostics","Dlh Park, 1, SV Rd, Malad, Sunder Nagar, Malad West, Mumbai, Maharashtra 400104, India.","088699 06990","","https://www.google.com/maps/search/?api=1&query=Medcare+Institute+of+Diagnostics+Dlh+Park%2C+1%2C+SV+Rd%2C+Malad%2C+Sunder+Nagar%2C+Malad+West%2C+Mumbai%2C+Maharashtra+400104%2C+India.","The institute's listed diagnostic services explicitly include 'CT scans'."
"AARTHI SCANS & LABS","Shop No G1 & G2, 5R4W+7C Arihant Apt, Plot No 2, SV Rd, Jawahar Nagar, Goregaon West, Mumbai, Maharashtra 400104, India.","073496 73496","","https://www.google.com/maps/search/?api=1&query=AARTHI+SCANS+%26+LABS+Shop+No+G1+%26+G2%2C+5R4W%2B7C+Arihant+Apt%2C+Plot+No+2%2C+SV+Rd%2C+Jawahar+Nagar%2C+Goregaon+West%2C+Mumbai%2C+Maharashtra+400104%2C+India.","The text confirms that the center offers a variety of services, including 'CT scans'."
"Unity Scans & Diagnostics","4, Ambrosia Tower, E, Western Express Hwy, Devipada, Borivali, Mumbai, Maharashtra 400066, India","070212 38577","","https://www.google.com/maps/search/?api=1&query=Unity+Scans+%26+Diagnostics+4,+Ambrosia+Tower,+E,+Western+Express+Hwy,+Devipada,+Borivali,+Mumbai,+Maharashtra+400066,+India","The services section confirms the center provides imaging services, including CT scans, and mentions their multi-slice CT scanner."
"AARTHI SCANS & LABS | BORIVALI | DIAGNOSTIC CENTER","Satra Park, Compound, Shimpoli Rd, near Reliance Mall, Gautam Nagar, Borivali West, Mumbai, Maharashtra 400092, India","073496 73496","","https://www.google.com/maps/search/?api=1&query=AARTHI+SCANS+%26+LABS+%7C+BORIVALI+%7C+DIAGNOSTIC+CENTER+Satra+Park,+Compound,+Shimpoli+Rd,+near+Reliance+Mall,+Gautam+Nagar,+Borivali+West,+Mumbai,+Maharashtra+400092,+India","The text confirms the center offers CT scans and is equipped with a 16-slice CT scanner."
"PULSE IMAGING CENTRE DAHISAR","Tanvi Diamoda, C 1/2, SV Rd, next to HP Petrol Pump, Gaurav Tal Patriwala Industrial Area, Dahisar East, Mumbai, Maharashtra 400068, India.","098204 10013","","https://www.google.com/maps/search/?api=1&query=PULSE+IMAGING+CENTRE+DAHISAR+Tanvi+Diamoda%2C+C+1%2F2%2C+SV+Rd%2C+next+to+HP+Petrol+Pump%2C+Gaurav+Tal+Patriwala+Industrial+Area%2C+Dahisar+East%2C+Mumbai%2C+Maharashtra+400068%2C+India.","The text explicitly states that the center's services include 'CT scans, MRI, and sonography'."
"EXCEL IMAGING CENTRE","Tanvi, Tanvi Dimoda, C 001/002, SV Rd, next to HP Petrol Pump, Gaurav Tal Patriwala Industrial Area, Dahisar East, Mumbai, Maharashtra 400068, India.","088770 00087","","https://www.google.com/maps/search/?api=1&query=EXCEL+IMAGING+CENTRE+Tanvi%2C+Tanvi+Dimoda%2C+C+001%2F002%2C+SV+Rd%2C+next+to+HP+Petrol+Pump%2C+Gaurav+Tal+Patriwala+Industrial+Area%2C+Dahisar+East%2C+Mumbai%2C+Maharashtra+400068%2C+India.","The center's services are listed to include 'CT scans, MRI scans, digital X-rays, and other pathology lab services'."
"Criticare Hospital","Plot No 516, Besides SBI, Teli Gali, Maheshwari Nagar, Andheri East, Mumbai, Maharashtra 400069, India","088797 71122","","https://www.google.com/maps/search/?api=1&query=Criticare+Hospital+Plot+No+516%2C+Besides+SBI%2C+Teli+Gali%2C+Maheshwari+Nagar%2C+Andheri+East%2C+Mumbai%2C+Maharashtra+400069%2C+India","The text explicitly lists 'CT scans' among the imaging services offered and mentions the cost for a Chest CT."
"Gurmeet Imaging","Ground Floor, Rebecca Bldg, Plot No 457, 14th Rd, near KN Gaikwad Marg, Chembur, Mumbai, Maharashtra 400071","022 2521 2929","","https://www.google.com/maps/search/?api=1&query=Gurmeet+Imaging+Ground+Floor%2C+Rebecca+Bldg%2C+Plot+No+457%2C+14th+Rd%2C+near+KN+Gaikwad+Marg%2C+Chembur%2C+Mumbai%2C+Maharashtra+400071","The text identifies this location as a 'CT & MRI Centre', directly confirming the presence of a CT scanner."
"Krsnaa Diagnostics","Pandit Madan Mohan Malviya Shatabdi Municipal General Hospital, Waman Tukaram Patil Marg, near Dukes Company, Patil Wadi, Govandi East, Mumbai, Maharashtra 400088","096233 96233","","https://www.google.com/maps/search/?api=1&query=Krsnaa+Diagnostics+Pandit+Madan+Mohan+Malviya+Shatabdi+Municipal+General+Hospital%2C+Waman+Tukaram+Patil+Marg%2C+near+Dukes+Company%2C+Patil+Wadi%2C+Govandi+East%2C+Mumbai%2C+Maharashtra+400088","The text mentions that the center has 'CT Scan' in its name and details the various slice CT scan systems it possesses."
